,Unnamed: 0,url,id,datetime,location,username,displayname,verified,followerCount,friendsCount,language,content,bio,likes,retweets,quotes,comments,"hashtags ",content_re
669,669,https://twitter.com/bbcnewsmarathi/status/1494575401531625473,1494575401531625473,2022-02-18 07:31:58+00:00,हे विश्वचि आमुचे घर,bbcnewsmarathi,BBC News Marathi,True,240123,86,mr,"ऐतिहासिक शेतकरी आंदोलनानंतर पंजाबची निवडणूक होतेय. इथं काँग्रेस सत्ता राखणार की आप, भाजप मुसंडी मारणार? चर्चा करूयात बीबीसी मराठीच्या ट्विटर स्पेसमध्ये. आज शुक्रवारी रात्री 9 वा. @INCPunjab @BJP4Punjab @AAPPunjab @Akali_Dal_ #PunjabElections #TwitterSpaces
https://t.co/7ahUz3wYL1","जगभरातल्या महत्त्वाच्या बातम्या, घडामोडी आणि रंजक गोष्टींचा खजिना 🌏🚨📢🗞📱📡",132,17,4,9,"['PunjabElections', 'TwitterSpaces']","Punjab's election after the movement of the historic farmer.The Congress will maintain the power that BJP will kill the throne?In the discussion, BBC Marathi Twitter Space.9th on Friday Today.@IncPunjab @ bjp4punjab @aapunjab @Aapunjab @Aapunjab @Aapunjab @Appunjab @Aappunjab @Appunjab @
https://t.co/7ahuz3wyl1"
670,670,https://twitter.com/babaonloop/status/1494574941735292933,1494574941735292933,2022-02-18 07:30:08+00:00,,babaonloop,baba.,False,1237,369,in,@_waheguruji akali dal shiromani i read in morning new punjab,secretm.me/message.php?id…,0,0,0,1,"",@_ Vahguruji Akali Dal Shiromani Read in Morning New Punjab
671,671,https://twitter.com/SachBedhadak/status/1494574753591750660,1494574753591750660,2022-02-18 07:29:23+00:00,"Rajasthan, India ",SachBedhadak,Sach Bedhadak,False,7871,58,hi,"पंजाब चुनाव परिक्रमा: चुनावी घमासान में तीखे हुए नेताओ के बोल, हो रहे वार-पलटवार । 

@CHARANJITCHANNI @INCPunjab @Akali_Dal_ 
#Chandigarh #PunjabElections #election https://t.co/5xgKPepTnU",अब बेधड़क अंदाज़ में पढ़िए 'सच बेधड़क' दैनिक हिंदी अख़बार का ई-पेपर epaper.sachbedhadak.com,1,1,0,0,"['Chandigarh', 'PunjabElections', 'election']","Punjab Election Parikrama: The lyrics of the sharp leaders in the election fierce battle, the blows are happening.

@Charanjitchanni @incpunjab @akali_dal_
#Chandigarh #punjabelections #Election https://t.co/5xgkpeptnu"
672,672,https://twitter.com/licmdhoke/status/1494573952672284674,1494573952672284674,2022-02-18 07:26:12+00:00,,licmdhoke,Mahesh Laxman Dhoke,False,397,1064,hi,@jagwindrpatial @ArvindKejriwal @AAPPunjab @AamAadmiParty @INCIndia @BJP4India @Akali_Dal_ आम आदमी पार्टी ज़िंदाबाद,,0,0,0,0,"",@jagwindrpatial @arvindkejriwal @aAppunjab @aamaadmiparty @incindia @BJP4india @akali_dal_
673,673,https://twitter.com/vishantgarg/status/1494571903779958784,1494571903779958784,2022-02-18 07:18:04+00:00,,vishantgarg,Hum = AAP,False,124,167,en,@advGaganSidhu @Gurdeepgurus Travelling to Mansa today and passed by 2 rallies @AamAadmiParty and @Akali_Dal_ difference is clear that illiterate people need to block roads to gather crowd and educated ones doing their work silently. #BOL to @AamAadmiParty @JarnailSinghAAP,"लोगों को मूर्ख बनाना आसान है, लेकिन उन्हें यह समझाना कठिन है कि उन्हें मूर्ख बनाया गया है। - मार्क ट्वेन 🙏🏻",0,0,0,1,"['BOL']",@advGaganSidhu @Gurdeepgurus Travelling to Mansa today and passed by 2 rallies @AamAadmiParty and @Akali_Dal_ difference is clear that illiterate people need to block roads to gather crowd and educated ones doing their work silently. #BOL to @AamAadmiParty @JarnailSinghAAP
674,674,https://twitter.com/Jasmine441/status/1494570730490449921,1494570730490449921,2022-02-18 07:13:24+00:00,"New Delhi, India",Jasmine441,Jasmine Shah,True,9801,405,en,"The discourse in Punjab just 2 days ahead of elections shows the state of mind of the three traditional parties - Congress, Akali Dal, BJP. Their soul is rotten and their mind is full of filth, which reflects on the governance they have to offer.

AAP is the only hope for Punjab.",Believe in the power of honest politics and evidence-based policies | Vice Chairperson @DDC_Delhi | काम की राजनीति,152,95,2,6,"","The discourse in Punjab just 2 days ahead of elections shows the state of mind of the three traditional parties - Congress, Akali Dal, BJP. Their soul is rotten and their mind is full of filth, which reflects on the governance they have to offer.

AAP is the only hope for Punjab."
675,675,https://twitter.com/IndiaNewsPunjab/status/1494570440441745415,1494570440441745415,2022-02-18 07:12:15+00:00,"Delhi, India",IndiaNewsPunjab,India News Punjab,False,6656,72,pa,"ਅਬੋਹਰ ਤੇ ਫ਼ਾਜ਼ਿਲਕਾ 'ਚ ਸੁਖਬੀਰ ਬਾਦਲ ਦਾ ਚੋਣ ਪ੍ਰਚਾਰ :
#PunjabElections @FazilkaPolice @officeofssbadal @Akali_Dal_ @INCPunjab @CMOPb #indianewspunjab
Read more..https://t.co/ENDP0cBacT","India News Punjab covers breaking news, latest news in Politics, Sports, Crime & Entertainment. Follow us & stay updated. inkhabar.com/livetv-punjab",0,0,0,0,"['PunjabElections', 'indianewspunjab']","Sukhbir Badal's Promotion of Sukhbir Badal in Abobhar and Fazilka:
#Punjabelections @fazilkapolice @Offlynofsbadal @akali_dal_ @incpopy #cmopbbabout
Read More..htps: //t.co/endp0cband"
676,676,https://twitter.com/DrAditiBector/status/1494570333361246212,1494570333361246212,2022-02-18 07:11:49+00:00,Chandigarh,DrAditiBector,Dr. Aditi Bector,False,55,67,en,@mohitbehlTOI @PunjabGovtIndia @INCIndia @INCPunjab @Akali_Dal_ @BJP4India @BJP4Punjab @AamAadmiParty There is  a brain drain of professionals too especially dentists who are looking for greener pastures in Australia and Canada.,"Pediatric dentist, Nationalist.",1,0,0,0,"",@mohitbehlTOI @PunjabGovtIndia @INCIndia @INCPunjab @Akali_Dal_ @BJP4India @BJP4Punjab @AamAadmiParty There is  a brain drain of professionals too especially dentists who are looking for greener pastures in Australia and Canada.
677,677,https://twitter.com/Manpree67129567/status/1494570127865499648,1494570127865499648,2022-02-18 07:11:00+00:00,,Manpree67129567,Manpreet Singh,False,13,70,en,"@RuchikaMKhanna @AAPPunjab @Akali_Dal_ @INCPunjab @BJP4India We know that BJP will do so much better than people think. 
They are trying create a vote bank",,1,0,0,0,"","@RuchikaMKhanna @AAPPunjab @Akali_Dal_ @INCPunjab @BJP4India We know that BJP will do so much better than people think. 
They are trying create a vote bank"
678,678,https://twitter.com/anak2422/status/1494567283985108993,1494567283985108993,2022-02-18 06:59:42+00:00,"Greater Noida, India",anak2422,Anurag Pandey,False,5358,1051,en,"It is Arvind Kejriwal vs  CONgress + BJP + Akali Dal + People like @kamaalrkhan @DrKumarVishwas + media+ list of people.

Because they know - agar AAP aa gyi tih sabka dhandha band ho ga",Hustle is the key to success.,1,1,0,0,"","It is arvind kejriwal vs congress + bjp + akali dal + people like @kamaalrkhan @drkumarvishwas + media + media + list of people.

BeCause they know - agar aa gyi tih sabka dhandha band ho ga"
679,679,https://twitter.com/Hotelier_India/status/1494566579635318786,1494566579635318786,2022-02-18 06:56:54+00:00,"Mumbai, India",Hotelier_India,Hotelier India,False,2394,190,en,"FHRAI has appealed for a facilitative environment for the survival and revival of the sector in #Punjab where elections are in the offing 
https://t.co/MrCscqeNbi @FhraiO @CHARANJITCHANNI @CMOPb @Bhartiya Janta Party, @AshwaniSBJP @BhagwantMann @Akali_Dal_ 
#punjabelections https://t.co/J7A9n840zj","Serving the latest news, insightful analysis, in-depth interviews and industry features about India's hospitality sector",0,0,0,0,"['Punjab', 'punjabelections']","FHRAI has appealed for a facilitative environment for the survival and revival of the sector in #Punjab where elections are in the offing 
https://t.co/MrCscqeNbi @FhraiO @CHARANJITCHANNI @CMOPb @Bhartiya Janta Party, @AshwaniSBJP @BhagwantMann @Akali_Dal_ 
#punjabelections https://t.co/J7A9n840zj"
680,680,https://twitter.com/rishibaadshah/status/1494565931351425024,1494565931351425024,2022-02-18 06:54:20+00:00,"Machhiwara, India",rishibaadshah,Rishi Baadshah Mahindru,False,228,195,en,@samsing05618525 Hanji already giving above 40 to Akali dal,"life long student, love reading, Alumnus of IIT Delhi,
The language of universe is mathematics.",2,0,0,0,"",@samsing05618525 Hanji already giving above 40 to Akali dal
681,681,https://twitter.com/VivekNangia6/status/1494565425991938049,1494565425991938049,2022-02-18 06:52:19+00:00,,VivekNangia6,Vivek Nangia,False,133,232,en,@newsDelhiTimes @neutron99990 @AamAadmiParty @INCPunjab @Akali_Dal_ @ArvindKejriwal @CHARANJITCHANNI This is more or less accurate and spot on. Plus minus 2 percent . No party other than AAP will cross double or triple digits .,"humanity is the first religion... Every Tweet is my opinion. 100 percent proud “Anti National” , “Anti Hindu” & “Urban Naxal”",2,0,0,1,"",@newsDelhiTimes @neutron99990 @AamAadmiParty @INCPunjab @Akali_Dal_ @ArvindKejriwal @CHARANJITCHANNI This is more or less accurate and spot on. Plus minus 2 percent . No party other than AAP will cross double or triple digits .
682,682,https://twitter.com/AmitBhargava007/status/1494564964715008000,1494564964715008000,2022-02-18 06:50:29+00:00,New Delhi,AmitBhargava007,Amit Bhargava,False,159,0,hi,"दिल्ली के सरकारी अस्पतालों की सच्चाई!
स्वास्थ्य मंत्री की बीबी भी घबराती हैं कि पति वापस आए की ना आए 🤣🤣🤣

@INCIndia @BJP4India @Akali_Dal_ 

https://t.co/o4pX9KybFF https://t.co/u6cSKEUEWG","आम आदमी! Former photo editor @ap & contributing photographer @nytimes, @guardian, @business, etc. Views own. RT's not endorsements. ""Cling to Truth""-The Mother",0,0,0,0,"","Truth of Delhi government hospitals!
Health Minister's wife is also afraid that the husband should not come back.

@INCIndia @BJP4India @akali_dal_

https://t.co/o4px9kybff https://t.co/u6cskeuewg"
683,683,https://twitter.com/AarishKhanna/status/1494564308637962260,1494564308637962260,2022-02-18 06:47:53+00:00,"Ferozepur, Panjab",AarishKhanna,𝐀𝐚𝐫𝐢𝐬𝐡 𝐊𝐡𝐚𝐧𝐧𝐚,False,251,196,en,"@KamleshBharti12 @imanpreetmahal Single majority very tough for INC in punjab, especially after Channi's yesterday comments about UP-Bihar people.

Either AAP or hung assembly with Akali dal as kingmaker","Panjabi 🧡 • Student 👉🏼 Panjab University, Chandigarh • Pursuing Bachelor of Engineering in Computer Science 💻 • ਨਿਰਭਉ ਨਿਰਵੈਰੁ • ੴ",0,0,0,1,"","@KamleshBharti12 @imanpreetmahal Single majority very tough for INC in punjab, especially after Channi's yesterday comments about UP-Bihar people.

Either AAP or hung assembly with Akali dal as kingmaker"
684,684,https://twitter.com/maninderguliani/status/1494563931704029188,1494563931704029188,2022-02-18 06:46:23+00:00,"Chandigarh, India",maninderguliani,Maninder Guliani (INC),False,785,776,en,@mohitbehlTOI @PunjabGovtIndia @INCIndia @INCPunjab @Akali_Dal_ @BJP4India @BJP4Punjab @AamAadmiParty PSIEC LTD IS RUNNING WITHOUT STAFF &amp; WHOSOEVER ARE WORKING ARE UNSKILLED EMPLOYEES. THE DEPARTMENT IS TAKING SERVICES OF RETIRED EMPLOYEES ON OUTSOURCE BASIS.,"Ex Member, RDTAC(Income Tax). National President, YOI. SECRETARY, P.P.C.C",1,0,0,0,"",@mohitbehlTOI @PunjabGovtIndia @INCIndia @INCPunjab @Akali_Dal_ @BJP4India @BJP4Punjab @AamAadmiParty PSIEC LTD IS RUNNING WITHOUT STAFF &amp; WHOSOEVER ARE WORKING ARE UNSKILLED EMPLOYEES. THE DEPARTMENT IS TAKING SERVICES OF RETIRED EMPLOYEES ON OUTSOURCE BASIS.
685,685,https://twitter.com/gauravch00/status/1494563816796934148,1494563816796934148,2022-02-18 06:45:56+00:00,India,gauravch00,GAURAV CHOUDHARY,False,939,934,en,"Akali Dal and Congress accuse AAP of funding from Seperatist groups. 

#Kejriwal_With_Khalistan
#Kejriwal_With_Khalistan","political adviser।
social activist",0,0,0,0,"['Kejriwal_With_Khalistan', 'Kejriwal_With_Khalistan']","Akali Dal and Congress Hike You Off Funning From Seperative Groups

# Kejriwal_with_khalistan
# Kejriwal_with_khalistan"
686,686,https://twitter.com/Drsinglasangrur/status/1494563143485329408,1494563143485329408,2022-02-18 06:43:15+00:00,,Drsinglasangrur,Dr Surinder Singla Sangrur,False,50,196,en,"@RuchikaMKhanna @AAPPunjab @Akali_Dal_ @INCPunjab @BJP4India Continue infighting amongst leadership of Punjab congress at cost of sufferings of common public ,assisted by callous attitude of high command for checking this indiscipline , continue resignations of top leaders etc. may even have negative impact on probable winners of congress","Chest & TB Specialist, Assistant Civil Surgeon( Retd.) Sangrur ( PB), Diploma in Journalism , Former State Secretary IMA Punjab,, Punjab Govt’s State Awardee",2,0,0,0,"","@RuchikaMKhanna @AAPPunjab @Akali_Dal_ @INCPunjab @BJP4India Continue infighting amongst leadership of Punjab congress at cost of sufferings of common public ,assisted by callous attitude of high command for checking this indiscipline , continue resignations of top leaders etc. may even have negative impact on probable winners of congress"
687,687,https://twitter.com/puneet4704/status/1494562475555000323,1494562475555000323,2022-02-18 06:40:36+00:00,Kapurthala,puneet4704,Puneet Inder Singh,False,94,95,hi,"@KamalSandhu27 @AdityaMenon22 Shromani akali dal baspa gathjorh di sarkar, battlaa'n easy kraa deyange...chhadd jaikaara!","ले दे के अपने पास फ़क़त इक नज़र तो है,
क्यूँ देखें ज़िंदगी को किसी की नज़र से हम।

~ Sahir",0,0,0,0,"","@Kamalasandhu @AdityaMenom ౨౨ Shromani Hunger Dal Vappapa Gathjorh de Sarkar, Batala '"
688,688,https://twitter.com/yoursurajnaik/status/1494562380507795457,1494562380507795457,2022-02-18 06:40:13+00:00,"Karnataka, India",yoursurajnaik,Suraj G Naik,False,11406,9270,en,"This Election is between @CHARANJITCHANNI ji VS BJP + AAP + Akali dal.

#ChanniNaalChange

@LambaAlka @GauravPandhi https://t.co/EcwlrZk7BN","JaiHind... INDIAN, 
General Secretary KPCC Social Media UTTARKANNADA District

INC🇮🇳",138,120,2,10,"['ChanniNaalChange']","This Election is between icharanjitanni ji vs bjp + aap + aqali dal.

#Channinalaalchange

@Gauravpandhi @gauravpandhi https://t.co/ecwlrzk7bn"
689,689,https://twitter.com/mohitbehlTOI/status/1494562018627518465,1494562018627518465,2022-02-18 06:38:47+00:00,"Ludhiana, Dharamsala, India",mohitbehlTOI,Mohit Behl,True,2734,596,en,"Once an industrial giant, Punjab lags behind today. @PunjabGovtIndia
@INCIndia @INCPunjab
@Akali_Dal_ @BJP4India
@BJP4Punjab @AamAadmiParty
https://t.co/OtAAfRpjMP https://t.co/9ebwIBZqF5","Journalist @timesofindia  reports about @incometaxindia, @cbic_india, GST, Customs,ED, @dir_ed,DRI,CBI, business, financial crime, politics. Views personal",3,0,0,4,"","Once an Industrial Giant, Punjab Lags Behind Today.@Punjabgovtindia
@INCIndia @INCPUNJAB
@Akali_dal_ @BJP4India
@BJP4PUNJAB @Aamaadmiparty
https://t.co/otaafrpjmp https://t.co/9Bwwzqf5"
690,690,https://twitter.com/Ak33832299/status/1494561006059589633,1494561006059589633,2022-02-18 06:34:46+00:00,,Ak33832299,Ak007,False,32,144,hi,@Mayawati Apne bhi toh punjab mein SC smaj ka apmaan kr diya. Akali dal ke sath samjhota krke.,I m cool n simple person,1,0,0,0,"",@ Mayawati insulted the SC society in her own Punjab.By compromising with Akali Dal.
691,691,https://twitter.com/Rajinde90657335/status/1494558531067858950,1494558531067858950,2022-02-18 06:24:56+00:00,,Rajinde90657335,Rajinder Singh Babbu Bhaji,False,2326,2182,hi,"@mohit_mohindra @INCIndia @AAPPunjab @BJP4India @Akali_Dal_ मोहित महिंद्रा जिंदाबाद
कांग्रेस पार्टी जिंदाबाद 🇮🇳",Warning..😡😠..कृपया  भाजपा के अंध भक्त किलोमीटर दूर रहें.........Please 🙏,2,0,0,0,"","@MOHIT_MOHINDRA @INCIndia @Aappunjab @BJP4India @akali_dal_ Mohit Mahindra Zindabad
Congress party Zindabad 🇮🇳"
692,692,https://twitter.com/mishkasingh16/status/1494558175759978496,1494558175759978496,2022-02-18 06:23:31+00:00,,mishkasingh16,mishka singh,False,1,7,und,@Akali_Dal_ #AaRihaAkaliDal #NextCmSukhbirSinghBadal,"mishkasingh❤❤
i love my 👨‍👩‍👧‍👦",0,0,0,0,"['AaRihaAkaliDal', 'NextCmSukhbirSinghBadal']",@Akali_Dal_ #AaRihaAkaliDal #NextCmSukhbirSinghBadal
693,693,https://twitter.com/mishkasingh16/status/1494558130121760768,1494558130121760768,2022-02-18 06:23:20+00:00,,mishkasingh16,mishka singh,False,1,7,und,@Akali_Dal_ @ArvindKejriwal @BhagwantMann #AaRihaAkaliDal #NextCmSukhbirSinghBadal,"mishkasingh❤❤
i love my 👨‍👩‍👧‍👦",0,0,0,0,"['AaRihaAkaliDal', 'NextCmSukhbirSinghBadal']",@Akali_dal_ @Arvindkejriwal @bhagwantmann #aarihahakalidal #nextcmsukhbirsinghbadal
694,694,https://twitter.com/mishkasingh16/status/1494557979122700288,1494557979122700288,2022-02-18 06:22:44+00:00,,mishkasingh16,mishka singh,False,1,7,und,@Akali_Dal_ @officeofssbadal #AaRihaAkaliDal #NextCmSukhbirSinghBadal,"mishkasingh❤❤
i love my 👨‍👩‍👧‍👦",0,0,0,0,"['AaRihaAkaliDal', 'NextCmSukhbirSinghBadal']",@Akali_Dal_ @officeofssbadal #AaRihaAkaliDal #NextCmSukhbirSinghBadal
695,695,https://twitter.com/IndiaNewsPunjab/status/1494557157127176192,1494557157127176192,2022-02-18 06:19:28+00:00,"Delhi, India",IndiaNewsPunjab,India News Punjab,False,6656,72,pa,"ਅੰਮ੍ਰਿਤਸਰ 'ਚ ਪ੍ਰਚਾਰ ਕਰਨਗੇ ਨਵਜੋਤ ਸਿੰਘ ਸਿੱਧੂ :
#PunjabElections2022 @AmritsarDpro @sherryontopp @CMOPb @INCPunjab @Akali_Dal_ @AAPPunjab #indianewspunjab
Read more...https://t.co/sgfVDg0nID","India News Punjab covers breaking news, latest news in Politics, Sports, Crime & Entertainment. Follow us & stay updated. inkhabar.com/livetv-punjab",1,1,0,0,"['PunjabElections2022', 'indianewspunjab']","Navjot Singh Sidhu will preach in Amritsar:
# Punjabutes2022@amritsardpro @cmopb @cmopb @cmopb @KMPBB
Read More ... https: //t.co/sgfvdg0nid"
696,696,https://twitter.com/mishkasingh16/status/1494556729807233024,1494556729807233024,2022-02-18 06:17:46+00:00,,mishkasingh16,mishka singh,False,1,7,und,@Akali_Dal_ #WeSupportBikramSinghMajithia #PunjabAgainstVendetta,"mishkasingh❤❤
i love my 👨‍👩‍👧‍👦",0,0,0,0,"['WeSupportBikramSinghMajithia', 'PunjabAgainstVendetta']",@ Akali_adal_ # Visuptabikram Sangajiji # Punjabagenstevandetta
697,697,https://twitter.com/mishkasingh16/status/1494556680717160450,1494556680717160450,2022-02-18 06:17:34+00:00,,mishkasingh16,mishka singh,False,1,7,und,@Akali_Dal_ #WeSupportBikramSinghMajithia #PunjabAgainstVendetta,"mishkasingh❤❤
i love my 👨‍👩‍👧‍👦",0,0,0,0,"['WeSupportBikramSinghMajithia', 'PunjabAgainstVendetta']",@ Akali_adal_ # Visuptabikram Sangajiji # Punjabagenstevandetta
698,698,https://twitter.com/beanz_jugaad/status/1494555161536221196,1494555161536221196,2022-02-18 06:11:32+00:00,United States,beanz_jugaad,JuJu,False,1501,1354,hi,@vijxy7 SHIROMANI AKALI DAL AMRITSAR,20 🖤,1,0,0,0,"",@ vijxy7 shiromani akali dal amratesar
699,699,https://twitter.com/amanpre38565828/status/1494555067600420865,1494555067600420865,2022-02-18 06:11:10+00:00,"Chandigarh, India",amanpre38565828,HumanityFirst,False,121,189,et,"@Akali_Dal_ @officeofssbadal kehnda asi highway ditta NH kadon ton state govt dein lag gyi?

Mohali ton Ludhiana tk 3 toll kinne ditte???
Himachal jaao ik toll aunda h sirf oh entry te Dharamshala , Manali tk

Lutt k khaaa gye badal 

@NayakRagini @LambaAlka @nkk_123",Zindgi pyar krne k liye kam hai… Log na jaane kaha se nafrat k liye waqt nikaal lete hain…I stand with farmers...,2,0,0,0,"","@Akali_dal_ @Officeofssbadal kehnda asi highway ditta nh kadon ton statze govt dein lag gyi?

Mohali ton ludhiana tk 3 toll kinne ditte ???
Himachal Jaao Ik toll aunda h sirf oh entry te dharamshala, manali tk

Lutt K Khaaa Gye Badal

@Nayakragini @lambaalka @ nkk_123"
700,700,https://twitter.com/MaheshInderSAD/status/1494554331730776064,1494554331730776064,2022-02-18 06:08:14+00:00,,MaheshInderSAD,Maheshinder Singh Grewal,False,37,2,pa,"20 ਫ਼ਰਵਰੀ ਦਾ ਫ਼ੈਸਲਾਕੁੰਨ ਦਿਨ ਮਹਿਜ਼ ਵਿਧਾਨ-ਸਭਾ ਚੋਣਾਂ ਦਾ ਦਿਨ ਹੀ ਨਹੀਂ ਬਲਕਿ ਆਪਣੇ ਲੁਧਿਆਣਾ ਪੱਛਮੀ ਦੀ ਤਕਦੀਰ ਲਿਖ਼ਣ ਦਾ ਦਿਨ ਵੀ ਹੈ।ਸੋ ਆਓ,ਆਉਣ ਵਾਲੀ 20 ਫ਼ਰਵਰੀ ਦਿਨ ਐਤਵਾਰ ਨੂੰ ਆਪਣੀ ਇੱਕ-ਇੱਕ ਕੀਮਤੀ ਵੋਟ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਦੇ ਹੱਕ ਵਿੱਚ ਭੁਗਤਾਈਏ 'ਤੇ ਸਮੁੱਚੇ ਹਲਕੇ ਦੀ ਬਿਹਤਰੀ 'ਚ ਆਪਣਾ ਬਣਦਾ ਯੋਗਦਾਨ ਪਾਈਏ
#AkaliDal https://t.co/qaCSdIHOUH","Senior Vice President Of Shiromani Akali Dal
Former Cabinet Minister",0,0,0,0,"['AkaliDal']","20 The Decidential Days of February is also the day of the Assembly elections but his gradder of Ludhiana West.And in the betterment of the overall constituency
#Akalidal https://t.co/qacsdihouh"
701,701,https://twitter.com/Rajni00363000/status/1494554112599691264,1494554112599691264,2022-02-18 06:07:22+00:00,,Rajni00363000,Rajni,False,1,8,pa,@Akali_Dal_ @ArvindKejriwal @BhagwantMann ਅਕਾਲੀ ਦੱਲ ਉਹ ਸਰਕਾਰ ਹੈ। ਜਿਹੜੀ ਹਰ ਟਾਈਮ ਲੋਕਾਂ ਨਾਲ ਖੜਦੀ ਹੈ। ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦੱਲ ਜਿੰਦਾਬਾਦ।,,0,0,0,0,"",@Akali_dal_ @arvindkejriwal @bhagwantmann Akali Dal is the government.Which each time leads to people.The Shiromani Akali Dil Joldab.
702,702,https://twitter.com/Rajni00363000/status/1494554049638965250,1494554049638965250,2022-02-18 06:07:07+00:00,,Rajni00363000,Rajni,False,1,8,pa,@Akali_Dal_ @officeofssbadal @IndiaToday @htTweets @HTPunjab @ani_digital @PTI_News @ptcnews @thetribunechd ਮੈਨੂੰ ਮਾਨ ਹੈ ਅਕਾਲੀ ਦਲ ਤੇ ਜਿਹੜੀ ਲੋਕ ਨਾਲ ਮੋਢਾ  ਜੋੜ ਕੇ ਖੜੀ  ਹੈ ਤੇ ਪੰਜਾਬ ਨੂੰ ਵਿਕਾਸ ਦੀ ਰਾਹ ਤੇ ਲਿਜਾਉਣ ਲਾਇ ਤਿਆਰ ਹੈ,,0,0,0,0,"",@Akali_dal_ @officeofsbadal @indtTWets @HTTWEWEWEWE @pttdi_evti_news @ptpunja_news @pttiws @ptti_evti_evs @ptcunchd I have been ready to get to the Akali Dal and get the @pati
703,703,https://twitter.com/pachdagreat/status/1494553602106421249,1494553602106421249,2022-02-18 06:05:20+00:00,,pachdagreat,pachdagreat✋,False,4520,5001,en,"Don't get befooled thinking BJP isn't fighting election in Punjab simply because RSS corporate godi media isn't pitching BJP.
It is still CONGRESS vs BJP in Punjab!
AAP, Akali dal, captain etc all work for and funded by BJP/RSS!","here to strengthen those raising voice for unity, peace and harmony!",5,3,0,0,"","Don't get befooled thinking BJP isn't fighting election in Punjab simply because RSS corporate godi media isn't pitching BJP.
It is still CONGRESS vs BJP in Punjab!
AAP, Akali dal, captain etc all work for and funded by BJP/RSS!"
704,704,https://twitter.com/Rajni00363000/status/1494553408845811713,1494553408845811713,2022-02-18 06:04:34+00:00,,Rajni00363000,Rajni,False,1,8,pa,"@Akali_Dal_ @HarsimratBadal_ ਪੰਜਾਬ ਦੀ ਇੱਕੋ ਇੱਕ ਹਮਦਰਦ ਪਾਰਟੀ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਹੈ।
ਜਿਹੜੀ ਹਮੇਸ਼ਾ ਹੀ ਪੰਜਾਬ ਦੇ ਮਸਲਿਆਂ ਨੂੰ ਲੈ ਕੇ ਫ਼ਿਕਰਮੰਦ ਰਹੀ ਹੈ",,0,0,0,0,"","@Akali_dal_ @HarsimratBadal_ The only compassionate party in Punjab is the Shiromani Akali Dal.
Which is always worried about the issues of Punjab"
705,705,https://twitter.com/Rajni00363000/status/1494553308253798403,1494553308253798403,2022-02-18 06:04:10+00:00,,Rajni00363000,Rajni,False,1,8,pa,"@Akali_Dal_ @HarsimratBadal_ ਕਿਸਾਨਾਂ 'ਤੇ ਹੁੰਦੀ ਮਹਿੰਗੇ ਤੇਲ ਦੀ ਮਾਰ ਨੂੰ ਖ਼ਤਮ ਕਰੇਗਾ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ
ਪੰਜਾਬ ਦੇ ਅੰਨਦਾਤੇ ਨੂੰ ਮਿਲੇਗੀ ਡੀਜ਼ਲ 'ਚ 10 ਰੁਪਏ ਦੀ ਛੋਟ।",,0,0,0,0,"","@Akali_dal_ @HarsimratBadal_ will eliminate expensive oil on farmers Shiromani Akali Dal
The Handiya of Punjab will receive a waiver of Rs 10 in diesel."
706,706,https://twitter.com/aje40347128/status/1494552388363259904,1494552388363259904,2022-02-18 06:00:31+00:00,,aje40347128,aje,False,8,11,en,@TajinderBagga BJP was in alliance with pro khalistani Akali dal for 3 decades.,,0,0,0,0,"",@TajinderBagga BJP was in alliance with pro khalistani Akali dal for 3 decades.
707,707,https://twitter.com/IndiaNewsPunjab/status/1494551152012128260,1494551152012128260,2022-02-18 05:55:36+00:00,"Delhi, India",IndiaNewsPunjab,India News Punjab,False,6656,72,pa,"CM ਚੰਨੀ ਵਲੋਂ ਭਦੌੜ 'ਚ ਚੋਣ ਪ੍ਰਚਾਰ :
#PunjabElections @CHARANJITCHANNI @INCPunjab @AAPPunjab @BhagwantMann @Akali_Dal_ #indianewspunjab
Read more..https://t.co/Slxc1i5KtQ","India News Punjab covers breaking news, latest news in Politics, Sports, Crime & Entertainment. Follow us & stay updated. inkhabar.com/livetv-punjab",0,0,0,0,"['PunjabElections', 'indianewspunjab']","CM Channi prevusion in Bhadahad:
#Punjabelections @charanjitchanni @AchabitCunjab @Appphuarth @Appli_dal_Spunjab
Read more..htps: //t.co/slxc1i5ktq"
708,708,https://twitter.com/nustamemes7/status/1494550863184265217,1494550863184265217,2022-02-18 05:54:27+00:00,,nustamemes7,Nusta Memes,False,189,1546,en,"@Keh_ke_Le_Lunga Sab sath hai BJP Congress  Akali dal 🤕 
Hope Aap win this time 😭",Soach badlegi te Samaj badluga,3,0,0,1,"","@Keh_ke_le_lunga sab sath hai bjp congress akali dal 🤕
Hope aap win this time 😭"
